Trip id	Start Station	Start Time	End Station	End Time	Duration
73	Ontario St / King St E	2013-06-15 18:09	King St W / Charlotte St	2013-06-15 18:28	19m 01s
72	Davenport Rd / Christie St	2013-06-15 17:18	Phoebe St / Spadina Ave	2013-06-15 17:27	09m 09s
71	Church St  / Wood St	2013-06-15 11:05	Queen St E / Larchmount Ave	2013-06-15 11:23	17m 53s
70	Doors Open Event	2013-06-13 08:48	Cosburn Ave / Cedarvale Ave - SMART	2013-06-13 09:04	15m 19s
69	Hocken Ave./Vaughan Rd.	2013-06-07 09:54	Riverdale Park North (Broadview Ave)	2013-06-07 10:08	13m 35s
68	Davenport Rd / Christie St	2013-06-02 09:22	Phoebe St / Spadina Ave	2013-06-02 09:29	06m 29s
67	Bay St / Wellesley St W	2013-05-26 08:30	Logan Av / Gerrard St E	2013-05-26 08:51	21m 49s
66	Lower Jarvis / Queens Quay E	2013-05-24 09:25	Queen's Park / Bloor St W	2013-05-24 09:43	17m 53s
65	College Park- Gerrard Entrance	2013-05-23 18:42	Church St / Bloor St E	2013-05-23 19:04	21m 28s
64	519 Church St - SMART	2013-05-22 09:38	Chorley Park - SMART	2013-05-22 09:54	16m 08s
63	Frederick St / King St E	2013-05-21 16:54	Havelock St / Dufferin Park	2013-05-21 17:07	12m 50s
62	Queen St W / York St (City Hall)	2013-05-20 16:35	Cosburn Ave / Cedarvale Ave - SMART	2013-05-20 16:54	18m 34s
61	Via Italia / Mackay Ave - SMART	2013-05-16 17:55	Yonge St / Alexander St - SMART	2013-05-16 18:07	11m 40s
60	Bathurst St / Adelaide St W	2013-05-11 09:02	Tecumseth St / Queen St W - SMART	2013-05-11 09:12	09m 34s
59	Kendal Ave / Spadina Rd	2013-05-10 18:35	Elizabeth St / Edward St (Bus Terminal)	2013-05-10 18:47	12m 10s
58	Church St / Lombard St	2013-05-10 17:02	FLOATING-STATION	2013-05-10 17:18	15m 50s
57	Spadina Ave / Adelaide St W	2013-05-07 12:18	Woodbine Ave / Lakeshore Blvd E	2013-05-07 12:39	20m 45s
56	Queen St W / Gladstone Ave	2013-05-06 21:11	Eglinton Ave W / Henning Ave SMART	2013-05-06 21:28	17m 15s
55	Queen St W / Close Ave	2013-05-04 09:55	Broadview Ave / Danforth Ave	2013-05-04 10:03	08m 53s
54	College St / Crawford St	2013-05-02 17:13	King St W / Fraser Ave	2013-05-02 17:32	18m 56s
53	Gerrard Square Mall (1010 Gerrard St E)	2013-05-01 18:07	Lansdowne Subway Station	2013-05-01 18:28	21m 23s
52	Davenport Rd / Christie St	2013-04-28 09:47	Antler St / Campbell Ave - SMART	2013-04-28 10:07	20m 17s
51	Spadina Ave / Harbord St - SMART	2013-04-28 08:59	Riverdale Park North (Broadview Ave)	2013-04-28 09:09	09m 37s
50	Cherry St / Distillery Ln	2013-04-26 19:03	25 York St – Union Station South	2013-04-26 19:15	12m 30s
49	York St / Lakeshore Blvd W	2013-04-26 11:44	Blue Jays Way / Navy Wharf Ct	2013-04-26 11:54	09m 03s
48	Lakeshore Blvd W / Ellis Ave	2013-04-24 19:28	Queen St E / Larchmount Ave	2013-04-24 19:47	18m 37s
47	Queen St W / York St (City Hall)	2013-04-23 18:19	Phoebe St / Spadina Ave	2013-04-23 18:35	15m 33s
46	161 Bleecker St (South of Wellesley)	2013-04-22 18:29	20 Polson St (Polson Pier)	2013-04-22 18:43	14m 15s
45	51 Parliament St	2013-04-19 10:18	King St W / Portland St	2013-04-19 10:23	05m 09s
44	Lower Jarvis / Queens Quay E	2013-04-15 18:34	Antler St / Campbell Ave - SMART	2013-04-15 18:52	18m 11s
43	Davenport Rd / Christie St	2013-04-15 17:57	Yonge St / Dundas Sq	2013-04-15 18:15	17m 47s
42	Humber Bay Shores Park East	2013-04-14 10:41	Spadina Ave / Harbord St - SMART	2013-04-14 10:58	17m 12s
41	Kendal Ave / Bernard Ave	2013-04-13 10:27	Queen St E / Rhodes Ave.	2013-04-13 10:44	17m 06s
40	Davenport Rd / Christie St	2013-04-09 12:17	Dundas St W / St Patrick St	2013-04-09 12:35	17m 13s
39	Danforth Ave / Westlake Ave	2013-04-09 09:50	Phoebe St / Spadina Ave	2013-04-09 10:08	18m 06s
38	Erskine Ave / Yonge St SMART	2013-04-03 16:13	Queen St W / Gladstone Ave	2013-04-03 16:22	09m 05s
37	Lower Jarvis / Queens Quay E	2013-04-02 17:05	Dufferin St / Sylvan Av (Dufferin Grove Park)	2013-04-02 17:17	12m 14s
36	Madison Ave / Bloor St W	2013-03-31 10:06	Hubbard Blvd / Balsam Av	2013-03-31 10:14	08m 41s
35	Queens Quay / Yonge St	2013-03-26 16:18	George St / King St E	2013-03-26 16:36	18m 08s
34	Queen St W / York St (City Hall)	2013-03-23 16:33	Cosburn Ave / Cedarvale Ave - SMART	2013-03-23 16:44	10m 18s
33	Queen St W / Close Ave	2013-03-22 09:25	Bathurst Subway Station	2013-03-22 09:33	07m 53s
32	Pears Av / Avenue Rd	2013-03-18 17:03	Adelaide St W / Bay St - SMART	2013-03-18 17:25	21m 28s
31	Lower Jarvis / Queens Quay E	2013-03-15 10:39	Cosburn Ave / Cedarvale Ave - SMART	2013-03-15 10:48	08m 24s
30	Bay St / Albert St	2013-03-14 18:17	Fort York Blvd / Bathurst St SMART	2013-03-14 18:29	12m 32s
29	Dentonia Park	2013-03-14 09:12	Elizabeth St / Edward St (Bus Terminal)	2013-03-14 09:29	17m 23s
28	Lower Jarvis / Queens Quay E	2013-03-13 19:46	Cosburn Ave / Cedarvale Ave - SMART	2013-03-13 20:03	17m 19s
27	Lakeshore Blvd W / Ontario Dr	2013-03-09 17:27	King St W / Spadina Ave	2013-03-09 17:47	19m 22s
26	Lower Jarvis / Queens Quay E	2013-03-05 16:39	Cosburn Ave / Cedarvale Ave - SMART	2013-03-05 17:01	21m 31s
25	King St W / Douro St	2013-02-27 16:06	Hubbard Blvd / Balsam Av	2013-02-27 16:20	14m 08s
24	King St W / Bay St (East Side)	2013-02-27 09:16	Bay St / Wellesley St W	2013-02-27 09:25	09m 09s
23	Richmond St E / Yonge St	2013-02-24 16:31	King St W / Charlotte St	2013-02-24 16:50	18m 50s
22	Davenport Rd / Christie St	2013-02-23 15:48	Phoebe St / Spadina Ave	2013-02-23 16:09	20m 42s
21	Taddle Creek Park	2013-02-20 08:09	Humberside Grounds - SMART	2013-02-20 08:24	15m 33s
20	Queen St W / Roncesvalles Ave	2013-02-12 09:09	Lisgar St / Dundas St SMART	2013-02-12 09:33	24m 30s
19	Lower Jarvis / Queens Quay E	2013-02-11 11:00	Antler St / Campbell Ave - SMART	2013-02-11 11:17	17m 02s
18	Fort York Blvd / Garrison Rd	2013-02-11 09:13	20 Charles St E	2013-02-11 09:24	11m 09s
17	Bathurst St/Queens Quay(Billy Bishop Airport)	2013-02-05 08:40	Humberside Grounds - SMART	2013-02-05 08:48	07m 31s
16	Lower Jarvis / Queens Quay E	2013-02-03 18:34	Cosburn Ave / Cedarvale Ave - SMART	2013-02-03 18:49	14m 58s
15	Roxborough St W / Yonge St	2013-02-03 17:05	Dundas St W / Yonge St	2013-02-03 17:30	25m 01s
14	Queen St W / Dovercourt Rd	2013-02-01 17:45	St George St / Russell St - SMART	2013-02-01 18:05	19m 30s
13	Lansdowne Ave / Whytock Ave	2013-01-26 07:54	Phoebe St / Spadina Ave	2013-01-26 08:13	19m 25s
12	Phoebe St / Spadina Ave	2013-01-24 17:39	Fort York  Blvd / Capreol Ct	2013-01-24 17:50	11m 02s
11	Davenport Rd / Christie St	2013-01-24 16:13	Phoebe St / Spadina Ave	2013-01-24 16:21	07m 49s
10	Queen St W / Shaw St	2013-01-22 17:36	Vanauley St / Queen St W - SMART	2013-01-22 17:50	14m 16s
9	Rosehill Ave / Avoca Ave - SMART	2013-01-21 09:08	Dundas St E / Pembroke St - SMART	2013-01-21 09:25	16m 31s
8	Queen St W / York St (City Hall)	2013-01-18 16:02	Antler St / Campbell Ave - SMART	2013-01-18 16:13	10m 41s
7	Davenport Rd / Christie St	2013-01-18 15:58	Phoebe St / Spadina Ave	2013-01-18 16:15	17m 02s
6	Davenport Rd / Christie St	2013-01-13 09:14	Cosburn Ave / Cedarvale Ave - SMART	2013-01-13 09:23	09m 10s
5	College St / Markham St	2013-01-12 08:38	College Park- Gerrard Entrance	2013-01-12 08:49	10m 58s
4	Queens Quay W / Dan Leckie Way	2013-01-10 16:56	Glendonwynne Ave / Bloor St W - SMART	2013-01-10 17:03	07m 24s
3	Queens Quay W / Lower Simcoe St	2013-01-10 08:57	King St W / Fraser Ave	2013-01-10 09:08	11m 05s
2	Queen St W / York St (City Hall)	2013-01-09 16:32	Cosburn Ave / Cedarvale Ave - SMART	2013-01-09 16:45	12m 05s
1	College Park- Gerrard Entrance	2013-01-09 07:59	Hubbard Blvd. / Glen Manor Dr.	2013-01-09 08:21	22m 17s
